[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-27 11:21:27] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content\uploads
[2025-03-27 11:21:27] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content
[2025-03-27 11:21:29] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-27 11:21:29] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-27 11:21:29] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-27 11:21:31] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content\uploads
[2025-03-27 11:21:31] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content
[2025-03-27 11:21:41] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484\
[2025-03-27 11:21:41] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/abhi-singh/
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-cart.79b5dc500681930471c6.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-cart.d0d01530f5be6736b5d2.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-checkout-page.470384546c61ebcaa89d.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-checkout-page.943b06275712cd4b96a5.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-menu-cart.81f5bafc26b94cc86238.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-menu-cart.eb61fe086245485310a4.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-my-account.4e940a8b4a52d1c98c5c.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-my-account.7a9d36b2c12b970c6616.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-notices.bcee9b5e1c8f65ac7927.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-notices.ee407e8319d2ee060119.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-purchase-summary.3676ccd8c29ef0924b84.bundle.min.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/js/woocommerce-purchase-summary.c8767542fa302a7f351f.bundle.js
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/admin-rtl.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/admin-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/admin.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/admin.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/app-rtl.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/app-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/app.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/app.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/editor-rtl.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/editor-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/editor.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/editor.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/frontend-msie.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/frontend-msie.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/custom-code-rtl.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/custom-code-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/custom-code.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/custom-code.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/loop-grid-cta.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/loop-grid-cta.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/notes.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/notes.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/sticky.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/preview-rtl.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/preview-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/preview.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/preview.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-call-to-action-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-call-to-action.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-code-highlight-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-code-highlight.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-flip-box-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-flip-box.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-loop-grid-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-loop-grid.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-mega-menu-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-mega-menu.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-nav-menu-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-nav-menu.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-slides-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-slides.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-testimonial-carousel-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-testimonial-carousel.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-video-playlist-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-video-playlist.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-cart-rtl.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-cart.min.css
[2025-03-27 11:21:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-checkout-page-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-checkout-page.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-menu-cart-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-menu-cart.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-my-account-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-my-account.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-product-add-to-cart-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-product-add-to-cart.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-products-archive-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-products-archive.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-purchase-summary-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/templates/widget-woocommerce-purchase-summary.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-author-box-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-author-box.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-blockquote-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-blockquote.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-breadcrumbs-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-breadcrumbs.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-code-highlight-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-code-highlight.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-countdown-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-countdown.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-flip-box-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-form-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-gallery-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-gallery.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-hotspot-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-hotspot.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-login-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-login.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-loop-canvas-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-loop-canvas.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-loop-carousel-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-loop-carousel.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-loop-common-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-loop-common.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-loop-filter-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-loop-filter.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-loop-grid-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-loop-grid.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-lottie-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-lottie.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-media-carousel-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-media-carousel.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-mega-menu-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-mega-menu.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-off-canvas-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-off-canvas.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-post-info-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-post-info.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-post-navigation-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-post-navigation.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-posts-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-price-list-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-price-list.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-price-table-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-price-table.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-progress-tracker-rtl.min.css
[2025-03-27 11:21:48] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/abhi-singh/wp-content/plugins/elementor-pro/assets/css/widget-progress-tracker.min.css
